,catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
3128,419069,138.63125068,2.7054465,138.63125068,2.7054465,16.856,16.841,0.09187,0.09072,-21.36,5.58,21.12,22.24,23.87,0.7245,131.51,10.51,1.05,0.118,3,0
3129,144465,180.20501376,-1.25034822,180.20501376,-1.25034822,17.611,17.603,0.02285,0.02125,-17.36,1.64,20.48,21.61,23.24,0.1837,36.829987,8.64,0.6,0.117,8,0
3130,289113,181.07915908,1.84838804,181.07915908,1.84838804,14.415,14.355,0.02522,0.02387,-20.89,6.51,19.83,20.95,22.58,0.4397,166.34999,10.52,1.18,0.1,8,0
3131,227479,213.71147808,1.16054731,213.71147808,1.16054731,16.119,15.954,0.0549,0.054,-21.05,3.11,20.25,21.38,23.0,0.193,82.04999,10.51,1.14,0.148,8,1
3132,136624,175.82106147,-1.64417448,175.82106147,-1.64417448,16.263,16.256,0.04632,0.04505,-20.35,2.24,19.19,20.32,21.94,0.5198,20.51001,10.28,1.19,0.068,8,0
3133,594933,222.60828584,-0.17865414,222.60828584,-0.17865414,17.56,17.456,0.09097,0.0902,-20.75,1.06,19.34,20.47,22.1,0.343,125.259995,10.41,1.2,0.168,3,1
3134,48735,218.37551508,-0.83115287,218.37551508,-0.83115287,16.0,15.974,0.05675,0.05593,-21.11,2.54,18.6,19.73,21.35,0.7408,57.0,10.61,1.25,0.168,8,0
3135,567450,211.65158455,-0.48331217,211.65158455,-0.48331217,16.761,16.77,0.09096,0.09,-21.41,4.3,21.26,22.38,24.01,0.5129,133.7,10.43,0.9,0.162,3,0
3136,143918,178.20696723,-1.25366683,178.20696723,-1.25366683,15.767,15.772,0.02988,0.02864,-19.84,2.43,18.83,19.95,21.58,0.5458,86.84,9.98,1.04,0.079,8,0
3137,144498,180.25110679,-1.38946468,180.25110679,-1.38946468,16.55,16.551,0.03661,0.03537,-19.53,2.69,20.14,21.27,22.89,0.4173,129.09,9.86,1.06,0.127,8,0
3138,372129,134.40440319,0.99319055,134.40440319,0.99319055,18.463,18.478,0.03864,0.03759,-17.69,3.07,22.12,23.25,24.88,0.5011,100.83,8.61,0.42,0.185,3,0
3139,230787,181.06213957,1.86667151,181.06213957,1.86667151,16.739,16.774,0.02246,0.02083,-18.19,2.33,20.36,21.48,23.11,0.1909,129.74,9.34,1.05,0.101,8,0
3140,511887,216.51594148,-1.22220148,216.51594148,-1.22220148,17.184,17.2,0.08389,0.08301,-20.82,1.4,19.45,20.58,22.21,0.3959,155.61,10.47,1.26,0.151,3,0
3141,463148,211.68702632,-1.33977224,211.68702632,-1.33977224,16.678,16.687,0.05464,0.05371,-20.29,2.45,20.52,21.65,23.28,0.1325,172.45001,10.02,0.91,0.203,8,0
3142,599329,131.10371408,0.34288565,131.10371408,0.34288565,17.163,17.165,0.01508,0.0145,-16.87,2.23,20.51,21.64,23.26,0.3299,151.83,8.4,0.54,0.131,8,0
3143,214748,131.31532912,0.52548438,131.31532912,0.52548438,18.849,18.732,0.03596,0.03495,-17.34,1.07,20.64,21.77,23.4,0.219,119.450005,8.64,0.59,0.127,3,0
3144,14697,212.62800359,0.63346957,212.62800359,0.63346957,16.573,16.455,0.10778,0.10682,-22.15,3.12,20.35,21.47,23.1,0.5266,166.38,10.91,1.2,0.143,4,0
3145,40337,180.75033169,-0.83818314,180.75033169,-0.83818314,17.662,17.661,0.09416,0.09286,-20.58,1.95,20.64,21.77,23.4,0.3615,29.019989,10.32,1.22,0.096,3,0
3146,611064,183.12760773,0.28410671,183.12760773,0.28410671,17.487,17.474,0.08413,0.08285,-20.54,1.12,19.34,20.47,22.1,0.3218,107.22,10.3,1.2,0.105,3,0
3147,296743,213.07972609,1.50942525,213.07972609,1.50942525,17.029,16.993,0.08574,0.08481,-21.06,1.93,19.84,20.97,22.59,0.4649,176.41,10.59,1.31,0.166,3,0
3148,230796,181.1530494,1.89265457,181.1530494,1.89265457,17.072,16.681,0.02206,0.02037,-18.25,1.06,19.18,20.31,21.94,0.073,150.28,9.48,1.17,0.1,8,0
3149,509885,223.22122348,-1.52317982,223.22122348,-1.52317982,16.411,16.41,0.07812,0.07737,-21.43,3.32,20.14,21.27,22.89,0.5671,62.589996,10.74,1.3,0.201,3,0
3150,509080,219.66127927,-1.56506462,219.66127927,-1.56506462,17.167,17.152,0.05806,0.05725,-19.97,1.35,18.74,19.87,21.49,0.6633,179.9,10.11,1.19,0.179,8,0
3151,227619,214.33794839,1.13123158,214.33794839,1.13123158,15.482,15.375,0.05474,0.05385,-21.62,12.31,21.26,22.39,24.01,0.7908,103.340004,10.61,0.96,0.162,8,0
3152,492987,219.07125245,-1.26014967,219.07125245,-1.26014967,17.37,17.374,0.08597,0.08513,-20.67,1.49,20.03,21.16,22.79,0.2037,51.440002,10.33,1.16,0.15,3,0
3153,14592,212.17281847,0.8319692,212.17281847,0.8319692,17.812,17.742,0.0588,0.05788,-19.44,2.84,20.69,21.82,23.44,0.7073,177.42001,10.03,1.33,0.15,8,1
3154,231843,185.68074695,1.92577722,185.68074695,1.92577722,17.789,17.801,0.09192,0.09066,-20.41,1.22,19.23,20.36,21.99,0.61,0.27999878,10.34,1.34,0.084,3,0
3155,568490,215.30605665,-0.46656363,215.30605665,-0.46656363,16.127,16.081,0.10283,0.10192,-22.43,3.89,20.81,21.94,23.57,0.2992,152.53,11.06,1.25,0.174,4,0
3156,86120,185.33907247,0.62009388,185.33907247,0.62009388,16.101,16.112,0.07999,0.07873,-21.79,4.34,20.14,21.28,22.9,0.6478,120.189995,10.82,1.2,0.083,3,0
3157,521410,129.37415412,2.8120528,129.37415412,2.8120528,16.875,16.889,0.08319,0.08217,-21.12,1.71,18.69,19.82,21.45,0.7232,56.45999,10.63,1.33,0.113,3,0
3158,70088,178.39461838,0.1779545,178.39461838,0.1779545,16.743,16.728,0.08384,0.08254,-21.26,1.65,19.69,20.82,22.45,0.139,79.73999,10.49,1.04,0.076,3,0
3159,496978,212.90774321,-1.15907496,212.90774321,-1.15907496,13.627,14.727,0.00614,0.00488,-17.37,29.18,22.36,23.49,25.12,0.8216,171.88,8.85,0.81,0.215,8,0
3160,198503,139.76574962,-0.81766194,139.76574962,-0.81766194,17.276,17.306,0.01761,0.01664,-17.1,2.51,20.68,21.82,23.44,0.4562,19.519989,8.58,0.64,0.117,8,0
3161,208860,130.61922805,0.12372122,130.61922805,0.12372122,18.143,17.486,0.0519,0.05088,-19.36,1.01,19.6,20.73,22.36,0.0701,75.850006,9.75,1.04,0.136,3,0
3162,345820,131.24559559,2.05165301,131.24559559,2.05165301,16.167,16.153,0.05193,0.05091,-20.7,1.94,19.41,20.54,22.17,0.2758,3.730011,10.26,1.0,0.316,8,0
3163,48434,217.05669911,-0.66584996,217.05669911,-0.66584996,16.471,16.479,0.07389,0.07303,-21.24,2.74,19.55,20.69,22.31,0.6568,127.3,10.63,1.23,0.166,3,0
3164,600057,133.58903118,0.37627953,133.58903118,0.37627953,18.99,15.28,0.08838,0.08729,-22.85,5.22,22.24,23.38,25.0,0.8244,86.70999,10.89,0.74,0.19,3,0
3165,569457,219.21038451,-0.62211893,219.21038451,-0.62211893,15.141,15.113,0.0389,0.0381,-21.13,5.75,20.36,21.5,23.12,0.4292,89.71999,10.71,1.32,0.145,8,0
3166,600882,137.88052466,0.40190318,137.88052466,0.40190318,16.617,16.624,0.0553,0.05419,-20.39,1.4,18.89,20.02,21.65,0.3613,8.0,10.28,1.19,0.091,8,0
3167,289170,181.22584827,1.82130587,181.22584827,1.82130587,15.853,15.859,0.02111,0.01926,-18.98,4.45,20.29,21.42,23.05,0.5133,91.78,9.7,1.11,0.091,8,0
3168,545308,218.92184121,-1.01966452,218.92184121,-1.01966452,17.381,17.377,0.09074,0.0899,-20.79,1.82,20.16,21.29,22.92,0.4052,140.97,10.34,1.1,0.142,3,0
3169,204983,140.30728014,-0.23044183,140.30728014,-0.23044183,15.869,15.845,0.05608,0.05494,-21.19,4.83,20.61,21.75,23.37,0.4167,140.67,10.52,1.08,0.114,8,0
3170,8450,182.42110735,0.65770108,182.42110735,0.65770108,16.331,16.283,0.02305,0.02149,-18.74,1.5,18.65,19.79,21.41,0.4168,159.9,9.53,1.01,0.112,8,0
3171,376121,132.1177753,1.39725819,132.1177753,1.39725819,14.58,14.579,0.05253,0.05149,-22.33,6.36,19.97,21.11,22.73,0.4167,170.12,11.02,1.14,0.137,8,0
3172,278771,133.61319571,0.92091062,133.61319571,0.92091062,18.793,18.821,0.04231,0.04126,-17.55,0.95,20.67,21.8,23.43,0.104,71.16,8.85,0.79,0.213,3,0
3173,32139,183.5668128,-1.13589456,183.5668128,-1.13589456,16.517,16.535,0.101,0.0997,-21.94,2.53,20.36,21.5,23.12,0.117,109.53,10.99,1.41,0.073,4,0
3174,231509,184.17067384,1.92159273,184.17067384,1.92159273,16.769,16.775,0.07609,0.07484,-21.03,5.25,21.17,22.3,23.92,0.6594,141.61,10.51,1.18,0.092,3,0
3175,229202,221.04611529,1.17220488,221.04611529,1.17220488,18.235,18.001,0.02816,0.02743,-17.49,1.52,20.53,21.66,23.29,0.4301,175.34,8.83,0.74,0.164,8,1
3176,205178,140.75556468,-0.39246432,140.75556468,-0.39246432,17.319,17.26,0.05729,0.05614,-19.82,2.5,20.72,21.85,23.48,0.3783,15.619995,9.97,1.09,0.106,3,0
3177,617986,213.8504706,0.24782893,213.8504706,0.24782893,15.842,15.86,0.07814,0.07722,-21.96,5.29,20.79,21.93,23.55,0.5159,169.15,10.78,1.05,0.153,3,0
3178,537426,185.30393452,-0.86424458,185.30393452,-0.86424458,14.807,14.813,0.0407,0.03949,-21.5,7.14,20.47,21.61,23.23,0.4002,57.820007,10.63,1.03,0.106,8,0
3179,558846,174.10004159,-0.49682254,174.10004159,-0.49682254,17.638,17.642,0.02386,0.02239,-17.42,5.36,21.82,22.96,24.58,0.7079,92.87,8.37,0.24,0.08,8,0
3180,486542,220.35082607,-1.71207479,220.35082607,-1.71207479,15.801,15.79,0.07853,0.07772,-22.01,4.4,21.1,22.23,23.86,0.0386,82.76001,10.59,0.78,0.163,3,0
3181,9032,184.68921379,0.77289916,184.68921379,0.77289916,17.35,17.063,0.06513,0.06389,-20.33,2.82,20.95,22.09,23.71,0.2277,8.400009,10.3,1.27,0.078,3,0
3182,561180,183.14104661,-0.5243065,183.14104661,-0.5243065,15.995,15.975,0.07324,0.07197,-21.73,4.63,20.43,21.57,23.19,0.5447,42.67,10.9,1.33,0.077,3,0
3183,422292,130.15751857,2.61965909,130.15751857,2.61965909,16.241,16.209,0.05073,0.04973,-20.63,1.67,18.46,19.6,21.22,0.5702,96.649994,10.42,1.25,0.106,8,0
3184,47577,213.34754997,-0.64722403,213.34754997,-0.64722403,17.41,17.444,0.02636,0.02546,-17.89,7.48,23.76,24.9,26.52,0.2087,127.04001,8.83,0.54,0.171,8,0
3185,584731,180.19870788,-0.02333457,180.19870788,-0.02333457,17.538,15.152,0.00852,0.00644,-17.67,29.4,24.33,25.47,27.1,0.1947,50.740005,8.84,0.64,0.094,8,0
3186,41055,184.17763079,-0.79651401,184.17763079,-0.79651401,16.507,16.512,0.07312,0.07186,-21.16,6.28,21.56,22.7,24.32,0.5253,99.95,10.63,1.27,0.084,3,0
3187,9263,185.61150902,0.83796465,185.61150902,0.83796465,16.884,16.922,0.10006,0.09878,-21.57,3.05,19.7,20.84,22.46,0.7852,172.8,10.93,1.5,0.088,4,0
3188,136881,176.33793455,-1.7229493,176.33793455,-1.7229493,16.784,16.838,0.02939,0.02814,-18.73,4.81,21.39,22.53,24.15,0.516,24.800003,9.55,1.06,0.062,8,0
3189,381980,134.70745864,1.89069001,134.70745864,1.89069001,18.048,18.044,0.05988,0.05881,-19.13,0.97,19.65,20.79,22.42,0.3042,71.71001,9.63,1.01,0.16,3,0
3190,273837,185.42081246,1.3834998,185.42081246,1.3834998,16.189,16.185,0.08014,0.07889,-21.72,3.72,19.18,20.32,21.95,0.8236,158.94,10.86,1.31,0.086,3,0
3191,47395,212.74894618,-0.63126235,212.74894618,-0.63126235,17.563,17.263,0.03355,0.03265,-18.68,18.18,24.1,25.24,26.87,0.6215,108.05,9.46,0.89,0.194,8,0
3192,511890,216.53658941,-1.20229668,216.53658941,-1.20229668,16.018,16.004,0.05635,0.05549,-21.07,3.86,19.91,21.05,22.67,0.6191,47.83,10.55,1.19,0.148,8,0
3193,618931,217.42431079,0.36902069,217.42431079,0.36902069,17.365,16.945,0.0546,0.05376,-20.06,1.35,19.94,21.08,22.7,0.1829,51.689995,10.18,1.22,0.144,8,0
3194,63780,216.89610735,-0.40702228,216.89610735,-0.40702228,16.332,16.33,0.05366,0.05281,-20.62,2.4,20.22,21.36,22.98,0.0502,145.13,10.32,1.13,0.171,8,0
3195,288364,178.18100485,1.74076835,178.18100485,1.74076835,14.272,13.98,0.02206,0.02038,-20.93,4.6,19.69,20.83,22.45,0.6216,10.970001,10.07,0.59,0.067,8,0
3196,205086,140.65136375,-0.40676229,140.65136375,-0.40676229,16.463,16.685,0.05666,0.05551,-20.39,1.14,19.31,20.45,22.07,0.3137,1.859993,10.38,1.31,0.109,8,0
3197,273951,185.93037189,1.31108777,185.93037189,1.31108777,16.869,16.904,0.02745,0.02623,-18.49,4.34,21.38,22.53,24.15,0.4451,63.550003,8.72,0.15,0.097,8,0
3198,16521,219.14996358,0.68830576,219.14996358,0.68830576,17.58,17.513,0.0563,0.05549,-19.54,2.01,20.41,21.55,23.17,0.4774,146.0,9.96,1.21,0.16,3,0
3199,324351,135.71646938,1.71098085,135.71646938,1.71098085,16.69,16.674,0.05842,0.05733,-20.49,2.54,19.21,20.35,21.97,0.7716,117.84,10.45,1.35,0.235,8,0
3200,619094,218.06745022,0.3801501033333333,218.06745022,0.38056677,15.821,16.332,0.03591,0.0351,-19.68,6.03,21.39,22.53,24.15,0.5263,20.599998,9.63,0.67,0.142,8,5
3201,301071,132.02315752,1.11458721,132.02315752,1.11458721,17.155,17.142,0.08846,0.08739,-20.99,2.01,19.7,20.84,22.46,0.6013,47.48999,10.48,1.21,0.146,3,0
3202,486276,219.30350852,-1.84533521,219.30350852,-1.84533521,16.388,16.404,0.05825,0.05744,-20.75,2.7,19.73,20.88,22.5,0.5481,132.78,10.37,1.14,0.158,8,0
3203,609289,174.78625971,0.2970348,174.78625971,0.2970348,16.621,16.627,0.10773,0.10639,-22.0,4.43,20.97,22.11,23.74,0.5235,2.5800018,10.99,1.39,0.073,4,0
3204,375615,130.04200051,1.24630305,130.04200051,1.24630305,16.113,16.093,0.07894,0.07791,-21.75,2.44,19.96,21.11,22.73,0.1404,23.919998,10.7,1.07,0.195,3,0
3205,271977,177.32358572,1.23948649,177.32358572,1.23948649,16.249,16.234,0.09522,0.09391,-22.08,2.92,20.06,21.2,22.83,0.3349,73.59999,11.0,1.34,0.082,4,0
3206,230634,180.67787172,1.95220866,180.67787172,1.95220866,14.192,13.731,0.01933,0.01728,-20.92,9.24,20.02,21.16,22.78,0.5606,148.45,10.54,1.17,0.084,8,0
3207,536463,182.47688834,-0.91817312,182.47688834,-0.91817312,15.748,15.719,0.08049,0.07921,-22.18,3.2,19.44,20.59,22.21,0.5249,98.65,11.05,1.31,0.074,8,0
3208,77931,215.47616803,0.03150423,215.47616803,0.03150423,17.878,17.723,0.07942,0.07853,-20.14,6.93,22.78,23.93,25.55,0.5961,136.92,10.43,1.39,0.127,3,1
3209,320273,217.67638524,1.88144948,217.67638524,1.88144948,14.328,14.309,0.03471,0.0339,-21.63,9.95,21.0,22.15,23.77,0.2136,0.91000366,10.38,0.65,0.13,8,0
3210,382640,137.80453209,1.96819132,137.80453209,1.96819132,17.892,17.899,0.05625,0.05514,-19.16,1.19,19.7,20.84,22.46,0.4382,116.189995,9.72,1.11,0.102,3,0
3211,493336,220.36686442,-1.26263908,220.36686442,-1.26263908,15.873,15.892,0.07275,0.07195,-21.75,2.92,20.04,21.19,22.81,0.1929,105.75001,10.65,0.99,0.209,3,0
3212,321142,221.48990336,1.72208752,221.48990336,1.72208752,18.633,17.635,0.03894,0.03819,-18.77,0.81,20.06,21.2,22.83,0.2143,147.51,10.1,1.49,0.146,8,1
3213,371748,132.60506968,1.00392857,132.60506968,1.00392857,16.278,16.256,0.10718,0.10608,-22.35,2.53,20.26,21.41,23.03,0.0715,91.07,11.05,1.29,0.141,4,0
3214,321075,221.10186447,1.67977227,221.10186447,1.67977227,11.969,11.685,0.0063,0.0052,-20.48,26.68,20.41,21.55,23.17,0.373,149.37,10.21,0.95,0.142,8,4
3215,144338,179.76724341,-1.3939038,179.76724341,-1.3939038,17.489,17.495,0.0224,0.02073,-17.43,3.57,21.47,22.61,24.24,0.47,9.820007,8.7,0.64,0.086,8,0
3216,546025,222.59571296,-0.88525075,222.59571296,-0.88525075,16.968,16.947,0.08405,0.08328,-21.1,2.53,19.96,21.1,22.72,0.6525,63.23999,10.66,1.37,0.171,3,0
3217,418448,136.20931236,2.50647916,136.20931236,2.50647916,16.832,16.826,0.05575,0.05466,-20.18,2.03,19.59,20.73,22.35,0.5407,131.92,9.98,0.91,0.166,3,0
3218,250277,214.43384317,1.98130786,214.43384317,1.98130786,16.38,16.349,0.05899,0.05811,-20.77,4.47,21.37,22.52,24.14,0.2895,135.48001,10.01,0.64,0.144,8,0
3219,78590,217.76336024,0.15993101,217.76336024,0.15993101,17.558,17.572,0.07985,0.079,-20.33,2.32,19.98,21.13,22.75,0.7325,18.61,10.32,1.32,0.144,3,0
3220,486594,220.43486253,-1.80701119,220.43486253,-1.80701119,15.043,14.966,0.00686,0.00578,-17.57,25.18,24.45,25.59,27.21,0.4284,104.57,8.73,0.66,0.171,8,0
3221,513064,221.58594231,-1.08890681,221.58594231,-1.08890681,18.619,16.907,0.02975,0.02901,-18.65,2.38,21.01,22.15,23.77,0.1769,145.6,8.74,0.09,0.182,8,0
3222,402542,175.81860791,1.9402195,175.81860791,1.9402195,16.126,16.142,0.07707,0.07577,-21.68,3.41,19.82,20.97,22.59,0.5752,63.550003,10.82,1.26,0.081,3,0
3223,376587,134.29867527,1.40972586,134.29867527,1.40972586,17.339,17.287,0.05403,0.05296,-19.69,2.62,20.11,21.26,22.88,0.7152,178.83,10.03,1.22,0.153,8,0
3224,185569,180.83365567,-1.57612415,180.83365567,-1.57612415,18.549,18.51,0.02231,0.02063,-16.43,0.89,19.71,20.86,22.48,0.4387,149.48001,8.24,0.57,0.085,8,0
3225,544835,217.17253745,-0.95122958,217.17253745,-0.95122958,17.589,17.556,0.05555,0.05471,-19.44,1.82,20.35,21.5,23.12,0.4158,131.61,9.58,0.76,0.165,3,0
3226,373284,140.34916996,1.1761123,140.34916996,1.1761123,17.436,17.409,0.05969,0.05855,-19.78,1.84,19.45,20.6,22.22,0.7016,38.259995,10.04,1.18,0.12,8,0
3227,227233,212.77144752,1.35846317,212.77144752,1.35846317,17.251,17.163,0.05588,0.05497,-19.9,1.62,19.3,20.44,22.07,0.6106,161.32,10.12,1.24,0.142,8,1
3228,601256,139.04547263,0.26907681,139.04547263,0.26907681,17.686,17.687,0.09266,0.09149,-20.53,0.8,19.14,20.29,21.91,0.0842,44.119995,10.32,1.24,0.089,3,0
3229,252060,222.04357274,1.83636509,222.04357274,1.83636509,18.65,18.645,0.03495,0.03421,-17.28,0.67,19.73,20.88,22.5,0.0907,146.58,8.76,0.8,0.145,3,0
3230,186059,182.84051348,-1.48360441,182.84051348,-1.48360441,17.538,17.547,0.08255,0.08127,-20.41,1.04,18.97,20.12,21.74,0.4743,174.33002,10.31,1.27,0.071,3,0
3231,198817,140.97498787,-0.68262729,140.97498787,-0.68262729,16.426,16.475,0.05653,0.05538,-20.57,3.88,21.19,22.34,23.96,0.1964,16.529999,10.09,0.84,0.133,8,0
3232,98991,180.75409328,0.91126372,180.75409328,0.91126372,16.629,16.672,0.07969,0.07841,-21.22,2.08,19.99,21.14,22.76,0.1804,99.01001,10.64,1.27,0.068,3,0
3233,319335,214.16763128,1.85370766,214.16763128,1.85370766,16.02,16.01,0.0829,0.08199,-21.94,2.85,19.92,21.07,22.69,0.3223,41.87999,10.64,0.89,0.165,3,0
3234,423187,134.33543648,2.92131343,134.33543648,2.92131343,11.746,11.359,0.01371,0.01302,-22.54,26.48,19.85,21.01,22.63,0.4723,109.05,11.24,1.22,0.161,8,4
3235,485836,217.60164239,-1.76690966,217.60164239,-1.76690966,16.169,16.156,0.05731,0.05647,-20.95,3.95,20.0,21.15,22.77,0.6708,142.98,10.46,1.14,0.179,8,0
3236,289957,184.14489973,1.73218669,184.14489973,1.73218669,17.23,17.218,0.07842,0.07716,-20.63,1.85,20.2,21.35,22.97,0.2775,172.35999,10.32,1.16,0.093,3,0
3237,585386,182.64824873,-0.17149543,182.64824873,-0.17149543,15.008,14.907,0.05166,0.05042,-21.94,5.87,20.52,21.67,23.29,0.2606,91.049995,10.68,0.89,0.098,8,0
3238,214184,129.00640444,0.43807939,129.00640444,0.43807939,15.021,14.992,0.0342,0.03322,-20.94,9.58,20.82,21.97,23.59,0.63,92.75,10.56,1.21,0.173,8,0
3239,220328,181.06937208,1.54624511,181.06937208,1.54624511,15.614,15.612,0.02213,0.02045,-19.32,5.2,20.07,21.22,22.84,0.6185,80.45001,9.8,1.06,0.087,8,0
3240,239212,216.96228677,1.55965495,216.96228677,1.55965495,16.549,16.564,0.05569,0.05485,-20.45,1.52,19.29,20.44,22.06,0.1561,144.11,9.87,0.63,0.112,3,0
3241,382563,137.37936956,2.06634903,137.37936956,2.06634903,15.597,15.586,0.02488,0.02396,-19.6,2.08,19.04,20.19,21.81,0.1319,105.85,9.85,0.98,0.124,8,0
3242,288844,180.28937195,1.83297334,180.28937195,1.83297334,16.247,16.278,0.07937,0.07809,-21.57,4.91,21.46,22.61,24.23,0.1457,87.640015,10.47,0.86,0.093,3,0
3243,250244,214.3636456,1.98002957,214.3636456,1.98002957,18.483,18.475,0.05618,0.0553,-18.54,1.18,20.48,21.63,23.25,0.3254,102.450005,9.53,1.17,0.149,3,0
3244,319404,214.40757536,1.91118151,214.40757536,1.91118151,17.572,17.574,0.05912,0.05823,-19.59,1.46,19.96,21.11,22.73,0.3453,59.26999,9.93,1.16,0.146,3,0
3245,202974,131.94875747,-0.38094941,131.94875747,-0.38094941,15.44,15.399,0.05204,0.051,-21.48,4.97,20.68,21.84,23.46,0.1733,132.11,10.56,0.97,0.116,8,0
3246,402242,174.15261217,1.91913628,174.15261217,1.91913628,16.818,16.822,0.07605,0.07475,-20.94,3.31,20.89,22.04,23.66,0.3572,28.069992,10.38,1.06,0.107,3,0
3247,386720,133.70923962,2.20232633,133.70923962,2.20232633,15.542,15.487,0.05937,0.05831,-21.72,5.81,20.57,21.72,23.34,0.5229,58.29001,10.89,1.28,0.169,8,0
3248,570227,222.80167403,-0.45687693,222.80167403,-0.45687693,15.423,15.383,0.04413,0.04339,-21.14,5.79,20.31,21.46,23.08,0.5744,7.4299927,10.64,1.24,0.199,8,0
3249,619105,218.12682562,0.27469683,218.12682562,0.27469683,15.653,15.466,0.02675,0.02596,-19.9,12.47,21.99,23.14,24.76,0.5526,45.139984,9.68,0.62,0.144,8,0
3250,47686,213.78575584,-0.78300031,213.78575584,-0.78300031,15.911,15.752,0.039,0.03811,-20.44,8.61,22.57,23.73,25.35,0.2269,104.33,10.01,0.79,0.169,8,0
3251,508312,216.59876743,-1.59373578,216.59876743,-1.59373578,16.935,16.891,0.05658,0.05572,-20.19,1.98,19.36,20.51,22.13,0.6444,134.51001,10.19,1.19,0.183,8,0
3252,610357,179.92171771,0.25961719,179.92171771,0.25961719,17.101,17.06,0.07733,0.07604,-20.76,1.83,19.6,20.75,22.37,0.5348,128.75,10.41,1.2,0.116,3,0
3253,273803,185.36340168,1.35864918,185.36340168,1.35864918,17.36,17.366,0.07786,0.07661,-20.46,3.34,21.28,22.44,24.06,0.418,80.98999,10.31,1.24,0.085,3,0
3254,544427,215.52828545,-1.00243196,215.52828545,-1.00243196,16.296,16.259,0.10222,0.10131,-22.23,2.69,19.14,20.29,21.91,0.7149,165.73999,11.06,1.35,0.174,4,0
3255,386722,133.66016096,2.32098615,133.66016096,2.32098615,16.269,16.29,0.05245,0.0514,-20.6,2.37,19.67,20.83,22.45,0.3825,28.369995,10.29,1.08,0.164,8,0
3256,325378,140.02680329,1.96881438,140.02680329,1.96881438,15.896,15.81,0.08616,0.085,-22.29,3.96,20.31,21.46,23.08,0.399,132.41,11.01,1.2,0.094,8,0
3257,505800,221.82879589,-1.86377138,221.82879589,-1.86377138,17.304,17.292,0.07738,0.0766,-20.53,1.2,19.02,20.17,21.79,0.5086,47.770004,10.35,1.26,0.218,3,0
3258,92015,214.56425191,0.57451246,214.56425191,0.57451246,18.072,17.999,0.05069,0.04981,-18.79,1.85,20.69,21.84,23.46,0.4729,55.569992,9.5,0.99,0.141,3,0
3259,47376,212.62519031,-0.79765354,212.62519031,-0.79765354,18.483,18.471,0.05536,0.05444,-18.56,0.94,19.84,21.0,22.62,0.4106,50.59001,9.61,1.25,0.184,3,0
3260,592275,212.3285268,-0.0784632,212.3285268,-0.0784632,17.39,17.382,0.05441,0.05349,-19.6,2.02,20.2,21.36,22.98,0.5002,36.820007,9.82,1.0,0.143,3,0
3261,486099,218.53099258,-1.70451684,218.53099258,-1.70451684,17.204,17.487,0.05751,0.05669,-19.59,7.24,23.11,24.27,25.89,0.3225,35.36,9.55,0.64,0.149,3,0
3262,386789,134.01323512,2.29257986,134.01323512,2.29257986,19.458,17.131,0.07544,0.07436,nan,0.78,20.89,22.05,23.66,0.064,102.40001,11.13,2.92,0.15,8,1
3263,382635,137.75394292,2.0322233,137.75394292,2.0322233,16.805,16.823,0.09294,0.09179,-21.41,2.59,20.66,21.81,23.43,0.1911,90.770004,10.55,1.08,0.115,3,0
3264,535642,178.92421484,-0.88665259,178.92421484,-0.88665259,17.833,17.561,0.07815,0.07686,-20.27,1.06,18.69,19.85,21.47,0.6907,73.630005,10.31,1.33,0.088,3,0
3265,570308,223.22424277,-0.61622427,223.22424277,-0.61622427,16.618,16.64,0.07817,0.07742,-21.21,3.91,21.39,22.54,24.16,0.1804,20.029999,10.57,1.18,0.203,3,0
3266,23565,182.20693056,1.1918103,182.20693056,1.1918103,15.53,15.534,0.03832,0.0371,-20.64,4.65,20.17,21.32,22.94,0.4506,39.78,10.31,1.06,0.097,8,0
3267,271948,177.155892,1.33573235,177.155892,1.33573235,17.017,17.032,0.04817,0.04691,-19.66,1.29,19.46,20.62,22.24,0.0867,155.99,9.96,1.13,0.088,3,0
3268,561856,185.08173947,-0.52423688,185.08173947,-0.52423688,15.961,15.951,0.04085,0.03963,-20.35,3.9,20.55,21.71,23.33,0.2617,4.25,10.02,0.84,0.089,8,0
3269,55106,180.49213962,-0.37982656,180.49213962,-0.37982656,17.881,17.913,0.09402,0.09272,-20.37,2.71,21.14,22.3,23.92,0.5483,174.42,10.38,1.41,0.097,3,0
3270,618912,217.40256029,0.33493844,217.40256029,0.33493844,16.612,16.621,0.05662,0.05578,-20.43,2.49,20.29,21.45,23.06,0.2709,162.94,10.34,1.25,0.147,8,0
3271,487109,223.04369746,-1.60361617,223.04369746,-1.60361617,19.604,17.097,0.02715,0.02646,-18.23,1.25,21.44,22.6,24.21,0.46,158.67,8.93,0.54,0.212,8,1
3272,382152,135.42424101,1.85215356,135.42424101,1.85215356,16.476,16.498,0.05784,0.05676,-20.6,5.4,21.81,22.97,24.58,0.285,8.76001,10.12,0.87,0.201,8,0
